Gene	exp_lof	lof_z	pLI
ENSG00000163877	16.1205215274	3.4837809741716	0.905058048773074
ENSG00000163873	34.6342497534	5.66133072177362	0.999980170163858
ENSG00000084072	11.7929173678	3.401734143481	0.980809839859493
ENSG00000090621	23.1507957869	4.35445179968519	0.992493064403533
ENSG00000127603	226.685905789	14.3221334257435	1
ENSG00000117000	43.6069363406	6.54135168707951	0.999999867034835
ENSG00000171793	25.9172506983	4.26462945131703	0.932192403965688
ENSG00000117013	21.3121586266	4.14387581510442	0.985178281898531
ENSG00000168389	20.9472243049	3.88439874797006	0.917671219949033
ENSG00000198815	24.593568475	4.31323739601535	0.977575009123256
ENSG00000117394	13.0317716059	3.30154786571158	0.939808130156394
ENSG00000065978	13.73815524	3.67158830545265	0.990640769249964
ENSG00000142949	58.9671679524	6.96168188156135	0.999998378977356
ENSG00000066135	42.1805105966	6.12842988171899	0.999993865120135
ENSG00000117408	37.2565900386	5.07258953087787	0.972444338181171
ENSG00000187147	25.0200635448	4.75685186239191	0.999277879441591
ENSG00000142937	10.1552298178	3.1567091917484	0.965122842277358
ENSG00000132128	24.1077294067	4.8637120179418	0.999804640576002
ENSG00000185104	30.4061407379	4.92330673552515	0.997397841844743
ENSG00000157077	35.2708453465	4.88221654712697	0.943796743559468
ENSG00000117859	31.9095004338	5.06956029960806	0.998515312665247
ENSG00000162374	11.2885617001	3.32819654716385	0.976912761697479
ENSG00000134744	61.4399616676	7.63815405377209	0.999999999122232
ENSG00000058804	26.1515057468	4.29086302773382	0.937525025656544
ENSG00000162378	26.6249984234	5.11133682765415	0.999923789376919
ENSG00000157193	31.1103571307	5.52512631418014	0.999985760234446
ENSG00000134748	20.7678179418	4.29687776053682	0.996467618668032
ENSG00000157216	23.5152922811	4.80357816878399	0.99975619603717
ENSG00000116133	19.3072290293	3.90173100783274	0.969136893394347
ENSG00000173406	20.696028218	4.07094765230014	0.98140856728469
ENSG00000162402	95.2756258443	8.75561998416464	0.999999998496473
ENSG00000162599	21.9069088135	4.63639314345272	0.999555166212873
ENSG00000185483	20.58024484	3.83874603403163	0.906688532334116
ENSG00000162607	19.000205051	4.09060977212817	0.993180568281562
ENSG00000162434	42.4208375133	5.53923796072569	0.995909680354616
ENSG00000118473	35.7846071945	5.4288961736666	0.999651092711271
ENSG00000198160	27.8824026908	4.48025360599108	0.96629546639685
ENSG00000142864	25.0589306762	4.95873562343488	0.999863113808072
ENSG00000116678	32.9360134813	5.33972040278468	0.999805342049916
ENSG00000116675	33.5259843015	5.22238131534399	0.99918835079312
ENSG00000116754	23.88617919	4.84131168157266	0.999787767134473
ENSG00000132485	23.2937449677	4.3704084631465	0.992881089843736
ENSG00000172260	13.6329684418	3.38922100024362	0.951349394977358
ENSG00000033122	50.4163351506	6.6150334804635	0.999998533487013
ENSG00000118454	24.417636843	4.69440912433748	0.999095558403675
ENSG00000162613	29.3829462292	5.36954381987522	0.999972830983476
ENSG00000036549	32.0574309388	5.2586857178415	0.999729639003156
ENSG00000077254	38.1509247466	5.31658583031688	0.996116690829413
ENSG00000117114	50.3742494454	6.89105794289356	0.999999944952148
ENSG00000065243	38.4398602459	5.98181507058814	0.999995222562088
ENSG00000162664	24.6356826758	4.3179542459668	0.977917716799787
ENSG00000122482	30.33571675	4.91635298715526	0.997328579642784
ENSG00000117528	40.559134338	5.68645042886112	0.999695622624106
ENSG00000137962	44.4837929677	6.16122720032872	0.999986514079404
ENSG00000122406	15.3009038796	3.87479009844209	0.994762228681169
ENSG00000137936	25.3250475969	4.19763360898423	0.916779854975838
ENSG00000143033	24.0371534028	4.45249708434844	0.994599740764267
ENSG00000137942	18.9997145141	3.86329370358481	0.965504529201717
ENSG00000156875	20.9788145528	4.10457564590872	0.983243231071697
ENSG00000117600	19.6365854231	3.94249596047713	0.972616087917465
ENSG00000117598	14.1731662775	3.46614229276049	0.959898117418367
ENSG00000117569	23.2236697096	4.3625937516425	0.992693429228573
ENSG00000134186	31.4529882886	4.84895691099502	0.990908108110014
ENSG00000060718	87.6060141015	7.89580812326368	0.999980608468386
ENSG00000085433	29.3664426162	4.45406041882305	0.90566161819711
ENSG00000134243	31.1333563453	5.34963629937611	0.999926560036891
ENSG00000143106	10.9904926427	3.28396273735159	0.974255885097096
ENSG00000143126	82.9015141077	7.93131126387363	0.999999199832348
ENSG00000031698	24.5858253187	4.71192514864375	0.999150650957633
ENSG00000197106	18.7855574381	3.83630795016902	0.962734835648401
ENSG00000184371	13.027562465	3.30092515437313	0.939718909454486
ENSG00000162775	29.2793245	5.17700055282609	0.999853092554739
ENSG00000168710	28.3918916286	5.09230642540413	0.999795279646545
ENSG00000134255	13.36891175	3.35098986785985	0.946564689940993
ENSG00000163349	36.21631253	5.6321055127836	0.999942914529477
ENSG00000116489	12.1269798942	3.44957842983322	0.983027524743633
ENSG00000155363	35.6447673904	5.25041581432958	0.998090427630705
ENSG00000198765	40.0102703383	5.16955385157608	0.949997702198387
ENSG00000197323	36.8827604875	6.01591095210964	0.999998355934464
ENSG00000009307	32.2463091439	5.45065141264569	0.999951563731616
ENSG00000163399	37.7647282113	5.9262215488977	0.999993850305473
ENSG00000143061	34.9134482171	5.01487092849942	0.987084919325614
ENSG00000198162	25.0261151114	4.55946267045454	0.996263145196637
ENSG00000181039	11.02642843	3.28932779793264	0.974591387104345
ENSG00000134250	69.2134206028	7.76482224592458	0.999999993249444
ENSG00000131788	22.5380997346	4.49405557158553	0.998174980398239
ENSG00000150337	10.7243899425	3.2439637491902	0.97163343240963
ENSG00000143368	12.1439298982	3.16773273622929	0.918007232108898
ENSG00000143401	11.2892604492	3.32829973576663	0.976918663468077
ENSG00000117360	37.82405235	6.09219375859157	0.999998843810724
ENSG00000023902	13.5131427764	3.3719243304033	0.949230797050779
ENSG00000163125	29.8647162558	5.41338501650552	0.999977310558099
ENSG00000143437	33.2664419664	4.85464705473838	0.976348195268955
ENSG00000143379	48.234830269	6.45182076275851	0.999996683969478
ENSG00000143418	20.69192234	3.8526914593766	0.91016304279668
ENSG00000143393	32.2987767155	5.1067686587271	0.998716210797651
ENSG00000143376	25.5206018853	5.00420546884175	0.999884818815405
ENSG00000143442	47.397370225	6.53195599337452	0.999999128125461
ENSG00000159352	12.3407238066	3.47984533872148	0.984312091842397
ENSG00000143373	19.991978873	3.98603167136951	0.975942572522876
ENSG00000143365	22.0930025939	4.44529689846758	0.997845135319209
ENSG00000160679	18.0343513425	4.20668448609261	0.998109469154056
ENSG00000160741	25.0979110551	4.56713281747884	0.996361791046642
ENSG00000143624	52.9329808148	6.66236144596886	0.999997023490929
ENSG00000143621	21.2529365922	4.35179305613427	0.997052017177466
ENSG00000143614	23.23802026	4.56968452491486	0.998594716203308
ENSG00000198837	44.5961604278	6.17012829423296	0.999987069079939
ENSG00000143569	43.7323267573	6.55074963275959	0.999999873126418
ENSG00000160710	33.836850092	4.7403982617947	0.907595373477161
ENSG00000160714	19.3275554536	3.90425767202756	0.969363486984384
ENSG00000143515	44.0108556448	5.82499128214056	0.999564591733884
ENSG00000163462	23.3496983613	4.58163795336491	0.998652125444883
ENSG00000116539	93.1779840528	9.25408643852398	0.999999999999834
ENSG00000116580	59.9836772774	7.03245469483525	0.999998891638014
ENSG00000132680	25.7188772352	4.63295270605145	0.99711361843545
ENSG00000176444	32.3239024445	5.45762469142343	0.999952949082341
ENSG00000116584	46.3286174351	6.30579495369013	0.99999323549835
ENSG00000160803	17.3097510326	4.12130817586855	0.997522419654586
ENSG00000160753	22.3411737848	4.05340090306754	0.949429117518656
ENSG00000160789	19.1083075808	4.10351885442961	0.993449023376761
ENSG00000116604	18.7394890597	4.28813625460646	0.998547093289291
ENSG00000163468	23.5417186218	4.60211716498247	0.998745412971341
ENSG00000198952	40.1824336151	5.49790814618074	0.998179752831908
ENSG00000132694	67.1977032584	7.03263887407965	0.999945339206174
ENSG00000143294	12.2626203183	3.18593944936703	0.921293121521907
ENSG00000183853	22.9604017035	4.12637998015536	0.95946008263139
ENSG00000162706	15.5478108889	3.65470844638877	0.975630650500283
ENSG00000132716	23.2434049821	4.77572730959168	0.999730107307524
ENSG00000122218	54.3522412145	7.30295150087969	0.999999997609881
ENSG00000162736	30.5352117356	5.47381541698275	0.999982342874537
ENSG00000162738	17.8849196337	3.72075600645332	0.948574651924172
ENSG00000186517	28.1097791048	4.5045794316531	0.968957887758364
ENSG00000158864	26.3692138871	4.70091783449515	0.99773539454649
ENSG00000185630	16.2969900797	3.50816923615322	0.910582151189653
ENSG00000143171	17.3105372595	3.64522922782031	0.937024401992312
ENSG00000117143	20.6243531498	3.84425957091778	0.908075010378527
ENSG00000162761	16.0044681362	3.46765369332204	0.901260324312874
ENSG00000162733	31.4781120961	4.85145747263897	0.990992372312246
ENSG00000143164	43.1724589643	5.60412178336105	0.996908923107335
ENSG00000143157	16.5246387716	3.53939488939652	0.917279174747958
ENSG00000143190	25.2273955855	4.1864917265367	0.913950638110934
ENSG00000143153	15.7475916369	3.93094296357256	0.995564605006206
ENSG00000117523	88.7026126507	8.80360385757635	0.999999999976013
ENSG00000143207	36.4120220051	5.32075718174681	0.998566093485584
ENSG00000135870	52.6819864171	6.23452866762174	0.999539902744329
ENSG00000117601	14.62419569	3.78813765143216	0.993263587241958
ENSG00000152092	43.2253739449	5.75933140081422	0.999415997291979
ENSG00000198797	19.9810914909	4.42791505580019	0.999086308312748
ENSG00000116147	52.69676005	5.96275539286055	0.987762731547826
ENSG00000162782	37.61511619	5.10626424841353	0.975818615175016
ENSG00000135837	83.2826551396	7.84596765032529	0.999996390363333
ENSG00000116191	29.9299992724	4.51396917088461	0.922194824062516
ENSG00000135821	11.40086559	3.3447117023726	0.977842592811399
ENSG00000198216	82.419503781	8.99300180637645	0.999999999999934
ENSG00000135829	58.4741027893	7.31572299500273	0.999999986154664
ENSG00000157064	13.2288002468	3.33052930236259	0.943848445340391
ENSG00000135862	54.0599535045	6.87911064781616	0.999999624623106
ENSG00000143324	31.2766585385	5.00849886780206	0.998119588301853
ENSG00000116698	43.6375762456	6.09378569462665	0.999981493421641
ENSG00000121481	13.236658	3.3316810777561	0.944004162174101
ENSG00000116679	28.7402312802	4.94094172180905	0.999065766116616
ENSG00000121486	26.2486193315	4.30169466889636	0.939618900830471
ENSG00000047410	97.9029357623	9.20070757908604	0.999999999996002
ENSG00000143344	30.6687786406	4.77028758247724	0.987846908541125
ENSG00000000971	44.453282345	5.86166390364157	0.99963096815145
ENSG00000073756	19.8296534997	4.41110318838218	0.999033115984394
ENSG00000134371	32.6601183666	5.48773805241288	0.999958508392824
ENSG00000116852	65.2633174522	6.77629124488708	0.999414089961557
ENSG00000116833	22.9347397695	4.12338024341797	0.959085110774338
ENSG00000118200	42.7163859895	6.01952436287737	0.999973881501979
ENSG00000162702	13.65162412	3.39190668748171	0.951671589857101
ENSG00000143355	13.12523592	3.3153274348036	0.941757643329135
ENSG00000081237	49.363191046	6.2547628785705	0.999941156148536
ENSG00000163435	17.1900200734	3.86811021731632	0.986666748385297
ENSG00000198700	41.5229720272	6.07568218277606	0.999992154750332
ENSG00000134369	53.8856991055	7.13659735588173	0.999999985195655
ENSG00000163444	17.8944030259	3.72199134416592	0.948747425039997
ENSG00000133056	59.7097565672	6.24428940634943	0.976238394768661
ENSG00000058673	30.1637303913	4.89932851813241	0.997151604742134
ENSG00000198625	18.781250468	4.29291154244698	0.998569577969579
ENSG00000143850	34.0073275454	4.92732412153788	0.981969069730327
ENSG00000117222	24.2733934636	4.47827545050374	0.995054147429424
ENSG00000143842	18.8890885476	3.84937649143981	0.964099530137052
ENSG00000163531	50.0348089365	6.02661524505402	0.998762678321666
ENSG00000069275	11.5783309188	3.3706422063338	0.979237657935801
ENSG00000162889	16.152400009	3.98114708791438	0.996185444591235
ENSG00000143469	14.6761874749	3.53629263989	0.966548706607067
ENSG00000117595	15.49088932	3.64709018286925	0.975119180790352
ENSG00000076356	59.0201868135	6.32068798668433	0.993981181863515
ENSG00000117707	19.09925968	4.10244026397059	0.993426962817253
ENSG00000123684	14.75995743	3.54784190832094	0.967547481345112
ENSG00000152104	45.0122514738	5.61239063609188	0.991959026069808
ENSG00000092969	13.3305300148	3.61670762003201	0.9891155078203
ENSG00000116141	40.2472985897	5.34746137090455	0.990825675842053
ENSG00000196482	12.88447672	3.27971702720478	0.93661120997453
ENSG00000136636	34.8679352534	5.01050857155315	0.986866111092156
ENSG00000118873	58.7973889959	6.43305461564569	0.99873648274446
ENSG00000143756	12.6063806296	3.23810841092136	0.930139055201687
ENSG00000162923	22.7662155837	4.72645096946624	0.99967739101451
ENSG00000154380	24.6493056133	4.51899872991658	0.995700037438515
ENSG00000143815	30.0473169646	4.88777261414068	0.997025227192741
ENSG00000182827	20.7574815028	4.07827822110062	0.981823329864037
ENSG00000183814	26.7218550828	5.12062574092094	0.999926500458297
ENSG00000143772	19.3656082507	4.35918483048293	0.998850076050969
ENSG00000143776	70.5935236609	7.14386853372018	0.99992014796463
ENSG00000135801	17.02881795	3.84767968311943	0.985849776766725
ENSG00000116918	10.7638220048	3.24992176340591	0.972037851150335
ENSG00000135766	12.4365473986	3.2124383654259	0.925890293932093
ENSG00000116903	17.28225344	3.8797529440441	0.987113069402522
ENSG00000010072	16.27635744	3.75086084118968	0.981335747291668
ENSG00000116991	55.678074709	6.32945474962061	0.999219705697118
ENSG00000119285	73.6097397378	7.92150732364628	0.999999993216506
ENSG00000198626	164.549385897	10.6218527972679	0.999999934433848
ENSG00000143669	127.004453764	9.229707290529	0.999978422869173
ENSG00000054267	42.9942266855	6.04201699582741	0.999976459226573
ENSG00000077522	33.0278879139	5.34812467563885	0.999811915853309
ENSG00000133019	12.90319587	3.28249978356368	0.937026128208817
ENSG00000155816	41.6265479398	5.46988547044837	0.994502609230201
ENSG00000117020	22.0951792639	4.65627331643554	0.99958539864029
ENSG00000179456	10.58185499	3.22233355233792	0.97012354907433
ENSG00000162852	21.2201801201	3.91803003263604	0.925062821549835
ENSG00000162849	35.9674004286	5.77561842459766	0.999987955632678
ENSG00000153207	75.4740074471	8.26367544783282	0.999999999875185
ENSG00000162714	16.58345352	3.7906688448285	0.983327487660117
ENSG00000153187	30.3982365179	5.28185839163712	0.999903322582432
ENSG00000186487	33.0389490328	5.52147192232686	0.999963989377009
ENSG00000115758	13.6015466	3.38469421750981	0.950802102507626
ENSG00000171848	14.8222061463	3.5563999236139	0.96827092119529
ENSG00000151693	44.3920572964	6.15395179824807	0.99998604336681
ENSG00000151692	13.12565667	3.58880836110749	0.988258456955496
ENSG00000151694	30.3752106029	4.9202534024399	0.997367645320671
ENSG00000134317	25.373130879	4.39976480523483	0.983150778709021
ENSG00000079785	32.0794306049	5.08583458842174	0.998606607070136
ENSG00000134318	63.8379796389	7.54266645802864	0.999999990311408
ENSG00000055917	39.8207171708	5.77999411470177	0.999922863782349
ENSG00000084676	46.4109345322	5.87595426161306	0.999077342831501
ENSG00000119778	46.2926650912	6.44859947930062	0.999998682086859
ENSG00000084731	20.682169647	3.85147638734484	0.909864325651814
ENSG00000157851	18.3699434248	4.24564386609342	0.998332100766402
ENSG00000143970	32.0591009422	4.90894065628569	0.992738818422806
ENSG00000163795	13.0760121321	3.30807703301546	0.940738428263313
ENSG00000084774	81.1320966322	7.93271596222734	0.999999701880854
ENSG00000115207	45.9161206564	5.98138199265884	0.999786435918561
ENSG00000115216	26.2765108236	4.88453234309591	0.999548511025196
ENSG00000243943	26.7347809211	4.35554120139814	0.949146986047491
ENSG00000213639	16.9769943508	4.0815022410873	0.997194974203565
ENSG00000115241	20.4411366694	4.25950226090094	0.996010385533881
ENSG00000163811	23.9990425835	4.65053035091708	0.998942440488972
ENSG00000021574	25.682973318	4.62917163074673	0.99707471255289
ENSG00000150938	33.4500442263	4.87275206232724	0.977883078914308
ENSG00000115808	32.5529540118	4.78368556641547	0.969336393172942
ENSG00000115760	133.949034373	10.608722067437	0.999999999999996
ENSG00000115875	22.0890735	4.44486312562572	0.997841973267641
ENSG00000183023	21.9319190598	4.21599872530001	0.98820862479259
ENSG00000119787	24.9332447081	4.35114136544967	0.980197371048562
ENSG00000115904	57.4712264996	7.11756805797127	0.99999989519361
ENSG00000116016	26.2453724945	4.6880494081422	0.997628292931524
ENSG00000171132	25.6840022148	5.02020004776085	0.999891646235438
ENSG00000138081	34.5621675601	5.65508584926085	0.999979628316394
ENSG00000068878	84.4886124214	8.35080766815146	0.999999996860777
ENSG00000115306	77.7827994158	8.39942657583932	0.999999999947367
ENSG00000115355	68.6166613678	7.60756652314646	0.999999956100474
ENSG00000179915	45.3227136722	6.08023812855114	0.999948738356297
ENSG00000115484	24.6931802216	4.72307197834714	0.999184050209255
ENSG00000162924	19.34134877	3.90597260913686	0.969516332676901
ENSG00000138035	42.6769932853	5.25816508942146	0.90826684333985
ENSG00000082898	40.4531845447	6.30036958580271	0.999999567496659
ENSG00000115421	35.5753412901	5.07792764209368	0.989888395224926
ENSG00000115464	144.898527619	11.3479481698375	1
ENSG00000115380	23.87016997	4.83968893586198	0.999786492859359
ENSG00000143995	13.8095456493	3.68111560215492	0.99088519686075
ENSG00000143952	35.5907688257	4.91334526073059	0.949816739802316
ENSG00000197329	11.8419150878	3.12093501404234	0.909074231450461
ENSG00000143971	19.9213630056	3.97741742120682	0.975314596420393
ENSG00000115504	49.8930875487	6.15553254478737	0.999748961950681
ENSG00000138071	21.2937462905	4.35638144304306	0.99709654108635
ENSG00000014641	12.0647762934	3.44072051080613	0.982634617401256
ENSG00000119844	21.1080616398	4.33546574299357	0.996888387523368
ENSG00000169604	25.7407261952	4.44000705756885	0.98528320310747
ENSG00000198380	33.0675281345	4.83496152655973	0.974567999344653
ENSG00000115977	29.5918581606	5.02440361430362	0.99932042127733
ENSG00000075340	29.0736637752	4.97378355835716	0.999175206924775
ENSG00000163013	18.0655888036	3.74421014134711	0.95177320105102
ENSG00000135624	17.9264692396	3.9601227957335	0.989844502127012
ENSG00000075292	59.2106535969	6.72123232908244	0.999959949685778
ENSG00000187605	27.3853078782	5.18380341692961	0.999942650512804
ENSG00000115289	12.8627854631	3.55268974636526	0.987060430814222
ENSG00000066032	36.3535880759	5.47972340674056	0.999717952847311
ENSG00000153561	14.5282625685	3.51580523911928	0.964712069198993
ENSG00000068654	69.1256732673	7.04443374141177	0.999861745940553
ENSG00000115548	51.6127948458	5.87558352314199	0.981756840004812
ENSG00000114982	24.0029699645	4.44875563308544	0.994530636900608
ENSG00000144028	88.8095957319	9.01977309438278	0.999999999999148
ENSG00000196843	10.675656438	3.23658531863882	0.971125743700561
ENSG00000084090	12.5081381365	3.22328349955736	0.927709615692812
ENSG00000168758	25.3985731966	4.79567236143633	0.999373139159557
ENSG00000040933	33.0023442285	5.00092585386375	0.99488626390091
ENSG00000075568	62.0183757561	7.17206689965294	0.999999482162299
ENSG00000144218	41.5618684135	5.61785510555072	0.998912591236449
ENSG00000158435	14.7234988721	3.80097683858779	0.993507645349384
ENSG00000135945	43.273796006	5.61281634622646	0.997023540664416
ENSG00000071054	46.9753212647	6.50023526937351	0.999998979047087
ENSG00000170485	35.856525838	5.10449313340238	0.990888561613575
ENSG00000153201	82.06675819	8.31765639749582	0.999999998507193
ENSG00000172985	11.8345266565	3.40773017839218	0.981100871728341
ENSG00000125630	33.987317691	4.75546029180115	0.91220791018127
ENSG00000188177	21.7753165811	3.98560946404207	0.938245509196475
ENSG00000125538	12.43569236	3.2123085452219	0.925868311820487
ENSG00000114999	12.4011770977	3.48835920134764	0.984657698728457
ENSG00000115091	18.375670429	4.24630597066674	0.998335663589052
ENSG00000136682	10.3138934795	3.18127300690504	0.967070795623724
ENSG00000175497	36.280238557	5.80211226502626	0.99998928551057
ENSG00000125618	16.0305014153	3.47127808708322	0.90212384293593
ENSG00000169967	21.9417149974	4.64007422982925	0.999560916816359
ENSG00000088179	49.0072922752	6.51007543435478	0.999997516004175
ENSG00000074054	63.4673589343	7.51857375333628	0.999999988870922
ENSG00000115112	24.7213234206	4.72598901893812	0.999192586615908
ENSG00000211460	13.33747886	3.34641136922097	0.945966337540149
ENSG00000074047	32.8105137196	5.15528488501695	0.998939595969048
ENSG00000136709	62.4794999578	7.07801971260138	0.999997732823828
ENSG00000144233	15.7609422554	3.93260883661144	0.995586601652785
ENSG00000136715	36.4248829399	5.32192811431733	0.998572964181711
ENSG00000163166	30.3730542465	4.74030097209337	0.986444880095647
ENSG00000144224	19.8008383383	3.96267413422676	0.974205695161288
ENSG00000076003	31.8501155122	5.06386071038002	0.998482019514362
ENSG00000152127	31.077740145	5.34453836371799	0.999925016569622
ENSG00000121989	19.31448718	4.12802997587477	0.993932261799491
ENSG00000135999	27.8813251651	5.23053889882234	0.999952360459163
ENSG00000168280	30.4976105218	5.11169868789373	0.999515597151875
ENSG00000169554	28.9504293718	5.14577345957381	0.999833866722983
ENSG00000168702	171.056162214	10.6834718309802	0.999999190192507
ENSG00000204406	29.2655383524	5.17569540451304	0.999852333253027
ENSG00000080345	67.3926862002	7.76997900308745	0.999999997436204
ENSG00000153234	13.9766502574	3.70331997594139	0.991432865508232
ENSG00000115170	18.35127405	3.78101274812235	0.95644819340706
ENSG00000157827	38.842796953	5.37898974758898	0.996999397171698
ENSG00000162989	13.48178414	3.63716757577186	0.989708242851416
ENSG00000196504	36.7035520127	5.02023718506349	0.966325783136999
ENSG00000136536	24.5274399353	4.30582143744759	0.977026371329949
ENSG00000136535	14.7570229594	3.80530109268272	0.993588037464593
ENSG00000184611	43.2278298454	5.45821078910032	0.984445949327848
ENSG00000123636	75.0464897147	7.32351910303237	0.999921440363501
ENSG00000153250	21.1061828342	4.33525298683676	0.996886207084215
ENSG00000136560	13.22628013	3.33016100369036	0.943798417923446
ENSG00000144285	67.5503483233	7.90043289536244	0.999999999535395
ENSG00000153253	60.2400183501	7.43307732337534	0.999999992847256
ENSG00000198648	25.8096891096	4.83748453587757	0.999462431417641
ENSG00000136531	60.0478935265	7.42039937812771	0.999999992314383
ENSG00000138398	29.9481736311	4.69690004272666	0.984147328507764
ENSG00000198586	33.7872607396	5.75792733498602	0.999994767519327
ENSG00000081479	175.500501618	11.403068198747	0.99999999999851
ENSG00000144357	35.0988078765	5.36701039698519	0.999549123627985
ENSG00000091428	53.6760104669	5.90530779857643	0.957225849602447
ENSG00000172845	18.672344464	4.05120705995333	0.992297744064531
ENSG00000115935	13.2523506087	3.33397754849491	0.944313925016733
ENSG00000170144	14.3876671096	3.75737833541825	0.992644939735303
ENSG00000187231	30.96624751	4.80027288879246	0.989112552502484
ENSG00000079156	41.819294905	5.63997060157704	0.999012303789089
ENSG00000018510	28.0815412098	4.87542457960107	0.998805101972043
ENSG00000064989	16.860396858	3.58497571061986	0.926324873613011
ENSG00000204262	71.2686465122	8.12787717443575	0.999999999884353
ENSG00000065548	13.4195590434	3.35835653626575	0.947515648259226
ENSG00000061676	50.7234612087	7.05495305283127	0.999999990714008
ENSG00000168542	73.0520158488	8.00294733945035	0.999999998393609
